Event Type,C2S ID,Source,Source Port(s),Destination,Destination Port(s),Start Time (UTC),Stop Time (UTC)
client compromise,51004.0,205.63.202.67,80.0,172.28.1.134,52888,2009-11-05 22:20:00,2009-11-05 22:20:00
client compromise,51005.0,205.63.202.67,80.0,172.28.1.203,39092,2009-11-05 22:20:00,2009-11-05 22:20:00
client compromise,51006.0,205.63.202.67,80.0,172.28.129.124,55551,2009-11-05 22:20:00,2009-11-05 22:20:00
client compromise,51007.0,205.63.202.67,80.0,172.28.133.12,60590,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51008.0,205.63.202.67,80.0,172.28.133.158,35571,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51009.0,205.63.202.67,80.0,172.28.133.86,35216,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51010.0,205.63.202.67,80.0,172.28.195.194,48274,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51011.0,205.63.202.67,80.0,172.28.198.166,41655,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51012.0,205.63.202.67,80.0,172.28.20.99,51599,2009-11-05 22:21:00,2009-11-05 22:21:00
client compromise,51013.0,205.63.202.67,80.0,172.28.4.202,47440,2009-11-05 22:22:00,2009-11-05 22:22:00
malware ddos,51014.0,172.28.195.194,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51015.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51016.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51017.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51018.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51019.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
malware ddos,51020.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-05 22:25:00,2009-11-05 22:30:00
out2in,51021.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-05 22:29:00,2009-11-05 22:35:00
compromised_server,51022.0,172.28.151.53,,255.255.255.255,80,2009-11-05 22:29:00,2009-11-05 22:35:00
compromised_server,51023.0,172.28.102.68,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51024.0,172.28.116.175,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51025.0,172.28.103.126,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51026.0,172.28.120.57,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51027.0,172.28.104.143,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51028.0,172.28.104.200,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51029.0,172.28.119.228,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
compromised_server,51030.0,172.28.126.109,,255.255.255.255,80,2009-11-05 22:30:00,2009-11-05 22:35:00
ddos,51031.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51032.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51033.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51034.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51035.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51036.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51037.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51038.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51039.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
ddos,51040.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-05 23:04:00,2009-11-05 23:05:00
client compromise,51041.0,205.63.202.67,80.0,172.28.1.134,49584,2009-11-05 23:14:00,2009-11-05 23:14:00
client compromise,51042.0,205.63.202.67,80.0,172.28.1.203,42819,2009-11-05 23:14:00,2009-11-05 23:14:00
client compromise,51043.0,205.63.202.67,80.0,172.28.129.124,50770,2009-11-05 23:15:00,2009-11-05 23:15:00
client compromise,51044.0,205.63.202.67,80.0,172.28.133.12,33196,2009-11-05 23:15:00,2009-11-05 23:15:00
client compromise,51045.0,205.63.202.67,80.0,172.28.133.158,36768,2009-11-05 23:15:00,2009-11-05 23:15:00
client compromise,51046.0,205.63.202.67,80.0,172.28.133.86,36988,2009-11-05 23:16:00,2009-11-05 23:16:00
client compromise,51047.0,205.63.202.67,80.0,172.28.195.194,48378,2009-11-05 23:16:00,2009-11-05 23:16:00
client compromise,51048.0,205.63.202.67,80.0,172.28.198.166,37506,2009-11-05 23:16:00,2009-11-05 23:16:00
client compromise,51049.0,205.63.202.67,80.0,172.28.20.99,36833,2009-11-05 23:17:00,2009-11-05 23:17:00
client compromise,51050.0,205.63.202.67,80.0,172.28.4.202,51504,2009-11-05 23:17:00,2009-11-05 23:17:00
malware ddos,51051.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51052.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51053.0,172.28.20.99,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51054.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51055.0,172.28.195.194,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51056.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51057.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51058.0,172.28.198.166,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
malware ddos,51059.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-05 23:19:00,2009-11-05 23:24:00
ddos,51060.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51061.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51062.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51063.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51064.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51065.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51066.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51067.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51068.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
ddos,51069.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-05 23:29:00,2009-11-05 23:31:00
out2in dns,51070.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51071.0,172.28.108.88,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51072.0,172.28.188.34,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51073.0,172.28.18.49,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51074.0,172.28.193.152,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51075.0,172.28.154.191,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51076.0,172.28.186.148,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51077.0,172.28.140.128,0.0,255.255.255.255,53,2009-11-05 23:36:00,2009-11-05 23:42:00
compromised_server,51078.0,172.28.151.92,0.0,255.255.255.255,53,2009-11-05 23:37:00,2009-11-05 23:42:00
compromised_server,51079.0,172.28.105.141,0.0,255.255.255.255,53,2009-11-05 23:37:00,2009-11-05 23:42:00
compromised_server,51080.0,172.28.117.175,0.0,255.255.255.255,53,2009-11-05 23:37:00,2009-11-05 23:42:00
ddos,51082.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-06 00:52:00,2009-11-06 00:54:00
ddos,51084.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-06 00:54:00,2009-11-06 00:56:00
client compromise,51085.0,205.63.202.67,80.0,172.28.1.134,52973,2009-11-06 01:11:00,2009-11-06 01:11:00
client compromise,51086.0,205.63.202.67,80.0,172.28.1.203,36600,2009-11-06 01:11:00,2009-11-06 01:11:00
client compromise,51087.0,205.63.202.67,80.0,172.28.129.124,39787,2009-11-06 01:11:00,2009-11-06 01:11:00
client compromise,51088.0,205.63.202.67,80.0,172.28.133.12,44925,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51089.0,205.63.202.67,80.0,172.28.133.158,52860,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51090.0,205.63.202.67,80.0,172.28.133.86,43718,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51091.0,205.63.202.67,80.0,172.28.195.194,44448,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51092.0,205.63.202.67,80.0,172.28.198.166,50585,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51093.0,205.63.202.67,80.0,172.28.20.99,41053,2009-11-06 01:12:00,2009-11-06 01:12:00
client compromise,51094.0,205.63.202.67,80.0,172.28.4.202,41848,2009-11-06 01:13:00,2009-11-06 01:13:00
malware ddos,51095.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
malware ddos,51096.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
malware ddos,51097.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
malware ddos,51098.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
malware ddos,51099.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
malware ddos,51100.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-06 01:16:00,2009-11-06 01:20:00
ddos,51103.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-06 02:24:00,2009-11-06 02:26:00
ddos,51104.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-06 02:26:00,2009-11-06 02:28:00
out2in dns,51105.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-06 03:49:00,2009-11-06 03:55:00
compromised_server,51106.0,172.28.108.88,0.0,255.255.255.255,53,2009-11-06 03:50:00,2009-11-06 03:55:00
compromised_server,51107.0,172.28.188.34,0.0,255.255.255.255,53,2009-11-06 03:50:00,2009-11-06 03:55:00
compromised_server,51108.0,172.28.18.49,0.0,255.255.255.255,53,2009-11-06 03:51:00,2009-11-06 03:55:00
compromised_server,51109.0,172.28.193.152,0.0,255.255.255.255,53,2009-11-06 03:51:00,2009-11-06 03:55:00
compromised_server,51110.0,172.28.154.191,0.0,255.255.255.255,53,2009-11-06 03:51:00,2009-11-06 03:55:00
compromised_server,51111.0,172.28.140.128,0.0,255.255.255.255,53,2009-11-06 03:51:00,2009-11-06 03:55:00
compromised_server,51112.0,172.28.105.141,0.0,255.255.255.255,53,2009-11-06 03:51:00,2009-11-06 03:55:00
compromised_server,51113.0,172.28.117.175,0.0,255.255.255.255,53,2009-11-06 03:52:00,2009-11-06 03:55:00
compromised_server,51114.0,172.28.151.92,0.0,255.255.255.255,53,2009-11-06 03:52:00,2009-11-06 03:55:00
compromised_server,51115.0,172.28.186.148,0.0,255.255.255.255,53,2009-11-06 03:52:00,2009-11-06 03:55:00
post-phishing client compromise + malicious downlo,51116.0,172.28.10.68,0.0,115.240.12.124,80,2009-11-06 06:38:00,2009-11-06 06:38:00
post-phishing client compromise + malicious downlo,51117.0,172.28.10.68,0.0,28.133.133.90,80,2009-11-06 06:38:00,2009-11-06 06:38:00
ddos,51118.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-06 08:22:00,2009-11-06 08:24:00
ddos,51121.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 08:34:00,2009-11-06 08:39:00
ddos,51122.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 08:34:00,2009-11-06 08:39:00
ddos,51123.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51124.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51125.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51126.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51127.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51128.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51129.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51130.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51131.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
ddos,51132.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-06 09:42:00,2009-11-06 09:43:00
client compromise,51133.0,205.63.202.67,80.0,172.28.1.134,42888,2009-11-06 10:03:00,2009-11-06 10:03:00
client compromise,51134.0,205.63.202.67,80.0,172.28.1.203,46153,2009-11-06 10:03:00,2009-11-06 10:03:00
client compromise,51135.0,205.63.202.67,80.0,172.28.129.124,44217,2009-11-06 10:03:00,2009-11-06 10:03:00
client compromise,51136.0,205.63.202.67,80.0,172.28.133.12,57827,2009-11-06 10:04:00,2009-11-06 10:04:00
client compromise,51137.0,205.63.202.67,80.0,172.28.133.158,44986,2009-11-06 10:04:00,2009-11-06 10:04:00
client compromise,51138.0,205.63.202.67,80.0,172.28.133.86,40924,2009-11-06 10:04:00,2009-11-06 10:04:00
client compromise,51139.0,205.63.202.67,80.0,172.28.195.194,40504,2009-11-06 10:05:00,2009-11-06 10:05:00
client compromise,51140.0,205.63.202.67,80.0,172.28.198.166,38104,2009-11-06 10:05:00,2009-11-06 10:05:00
client compromise,51141.0,205.63.202.67,80.0,172.28.20.99,34491,2009-11-06 10:05:00,2009-11-06 10:05:00
client compromise,51142.0,205.63.202.67,80.0,172.28.4.202,33992,2009-11-06 10:05:00,2009-11-06 10:05:00
malware ddos,51143.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51144.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51145.0,172.28.195.194,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51146.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51147.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51148.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
malware ddos,51149.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-06 10:08:00,2009-11-06 10:12:00
failed attack exploit/iis-asp-overflow,51150.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-06 10:26:00,2009-11-06 10:26:00
failed attack exploit/iis-asp-overflow,51151.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-06 10:26:00,2009-11-06 10:26:00
ddos,51152.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 10:46:00,2009-11-06 10:51:00
ddos,51153.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 10:46:00,2009-11-06 10:51:00
ddos,51154.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 10:57:00,2009-11-06 11:02:00
ddos,51155.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 10:57:00,2009-11-06 11:02:00
out2in dns,51156.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-06 11:19:00,2009-11-06 11:25:00
compromised_server,51157.0,172.28.108.88,0.0,255.255.255.255,53,2009-11-06 11:19:00,2009-11-06 11:25:00
compromised_server,51158.0,172.28.188.34,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51159.0,172.28.18.49,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51160.0,172.28.193.152,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51161.0,172.28.154.191,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51162.0,172.28.186.148,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51163.0,172.28.140.128,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51164.0,172.28.151.92,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51165.0,172.28.105.141,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
compromised_server,51166.0,172.28.117.175,0.0,255.255.255.255,53,2009-11-06 11:20:00,2009-11-06 11:25:00
ddos,51169.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-06 11:32:00,2009-11-06 11:34:00
out2in dns,51170.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-06 12:04:00,2009-11-06 12:10:00
compromised_server,51171.0,172.28.108.88,0.0,255.255.255.255,53,2009-11-06 12:05:00,2009-11-06 12:10:00
compromised_server,51172.0,172.28.188.34,0.0,255.255.255.255,53,2009-11-06 12:05:00,2009-11-06 12:10:00
compromised_server,51173.0,172.28.18.49,0.0,255.255.255.255,53,2009-11-06 12:06:00,2009-11-06 12:10:00
compromised_server,51174.0,172.28.193.152,0.0,255.255.255.255,53,2009-11-06 12:06:00,2009-11-06 12:10:00
compromised_server,51175.0,172.28.154.191,0.0,255.255.255.255,53,2009-11-06 12:06:00,2009-11-06 12:10:00
compromised_server,51176.0,172.28.140.128,0.0,255.255.255.255,53,2009-11-06 12:07:00,2009-11-06 12:10:00
compromised_server,51177.0,172.28.105.141,0.0,255.255.255.255,53,2009-11-06 12:07:00,2009-11-06 12:10:00
compromised_server,51178.0,172.28.117.175,0.0,255.255.255.255,53,2009-11-06 12:07:00,2009-11-06 12:10:00
compromised_server,51179.0,172.28.151.92,0.0,255.255.255.255,53,2009-11-06 12:07:00,2009-11-06 12:10:00
compromised_server,51180.0,172.28.186.148,0.0,255.255.255.255,53,2009-11-06 12:07:00,2009-11-06 12:10:00
out2in dns,51181.0,255.255.255.255,0.0,255.255.255.255,53,2009-11-06 12:17:00,2009-11-06 12:24:00
compromised_server,51182.0,172.28.108.88,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51183.0,172.28.188.34,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51184.0,172.28.18.49,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51185.0,172.28.193.152,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51186.0,172.28.154.191,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51187.0,172.28.140.128,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51188.0,172.28.186.148,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51189.0,172.28.151.92,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51190.0,172.28.105.141,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
compromised_server,51191.0,172.28.117.175,0.0,255.255.255.255,53,2009-11-06 12:18:00,2009-11-06 12:24:00
out2in,51192.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-06 12:42:00,2009-11-06 12:48:00
compromised_server,51193.0,172.28.151.53,,255.255.255.255,80,2009-11-06 12:44:00,2009-11-06 12:48:00
compromised_server,51194.0,172.28.102.68,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51195.0,172.28.103.126,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51196.0,172.28.120.57,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51197.0,172.28.104.200,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51198.0,172.28.126.109,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51199.0,172.28.116.175,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51200.0,172.28.104.143,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
compromised_server,51201.0,172.28.119.228,,255.255.255.255,80,2009-11-06 12:45:00,2009-11-06 12:48:00
ddos,51202.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-06 12:56:00,2009-11-06 12:58:00
ddos,51205.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-06 12:58:00,2009-11-06 13:00:00
failed attack exploit/iis-asp-overflow,51206.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-06 13:06:00,2009-11-06 13:06:00
failed attack exploit/iis-asp-overflow,51207.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-06 13:06:00,2009-11-06 13:06:00
client compromise,51208.0,205.63.202.67,80.0,172.28.1.134,39457,2009-11-06 13:19:00,2009-11-06 13:19:00
client compromise,51209.0,205.63.202.67,80.0,172.28.1.203,54783,2009-11-06 13:19:00,2009-11-06 13:19:00
client compromise,51210.0,205.63.202.67,80.0,172.28.129.124,53496,2009-11-06 13:19:00,2009-11-06 13:19:00
client compromise,51211.0,205.63.202.67,80.0,172.28.133.12,60737,2009-11-06 13:19:00,2009-11-06 13:19:00
client compromise,51212.0,205.63.202.67,80.0,172.28.133.158,47370,2009-11-06 13:20:00,2009-11-06 13:20:00
client compromise,51213.0,205.63.202.67,80.0,172.28.133.86,50506,2009-11-06 13:20:00,2009-11-06 13:20:00
client compromise,51214.0,205.63.202.67,80.0,172.28.195.194,60622,2009-11-06 13:20:00,2009-11-06 13:20:00
client compromise,51215.0,205.63.202.67,80.0,172.28.198.166,40243,2009-11-06 13:20:00,2009-11-06 13:20:00
client compromise,51216.0,205.63.202.67,80.0,172.28.20.99,60657,2009-11-06 13:21:00,2009-11-06 13:21:00
client compromise,51217.0,205.63.202.67,80.0,172.28.4.202,39264,2009-11-06 13:21:00,2009-11-06 13:21:00
malware ddos,51218.0,172.28.133.12,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51219.0,172.28.133.158,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51220.0,172.28.129.124,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51221.0,172.28.195.194,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51222.0,172.28.1.134,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51223.0,172.28.1.203,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
malware ddos,51224.0,172.28.133.86,0.0,152.162.178.254,499,2009-11-06 13:23:00,2009-11-06 13:28:00
ddos,51225.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51226.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51227.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51228.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51229.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51230.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51231.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51232.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51233.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
ddos,51234.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-06 13:33:00,2009-11-06 13:35:00
failed attack exploit/iis-asp-overflow,51235.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-06 13:52:00,2009-11-06 13:52:00
failed attack exploit/iis-asp-overflow,51236.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-06 13:52:00,2009-11-06 13:52:00
ddos,51237.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51238.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51239.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51240.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51241.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51242.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51243.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51244.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51245.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
ddos,51246.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-06 14:43:00,2009-11-06 14:44:00
failed attack exploit/iis-asp-overflow,51247.0,25.178.184.105,0.0,172.28.20.14,80,2009-11-06 15:23:00,2009-11-06 15:23:00
failed attack exploit/iis-asp-overflow,51248.0,25.178.184.105,0.0,172.28.128.124,80,2009-11-06 15:23:00,2009-11-06 15:23:00
ddos,51249.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 17:16:00,2009-11-06 17:21:00
ddos,51250.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 17:16:00,2009-11-06 17:21:00
